0.01,-9.81,-0.75,1.39,0.73,-1.09
0.02,-9.80,-0.72,1.30,0.53,-1.31
0.14,-9.88,-0.69,1.15,0.61,-1.36
-0.07,-9.83,-0.80,1.37,0.51,-1.12
0.01,-9.66,-0.91,1.30,0.63,-1.16
0.06,-9.86,-0.63,1.24,0.79,-1.04
0.05,-9.85,-0.78,1.18,0.25,-1.11
-0.15,-9.85,-0.91,1.38,0.72,-1.05
0.04,-9.96,-0.86,1.14,0.21,-1.13
0.05,-9.81,-0.63,1.27,0.48,-1.25
0.15,-9.78,-0.85,1.21,0.79,-1.15
-0.06,-9.94,-0.85,1.31,0.42,-1.12
0.13,-9.84,-0.80,1.33,0.64,-1.22
-0.05,-9.87,-0.65,1.31,0.34,-1.32
0.05,-9.75,-0.79,1.28,0.63,-1.19
-0.02,-9.96,-0.69,1.28,0.60,-1.06
-0.06,-9.83,-0.75,1.18,0.41,-1.21
-0.04,-9.88,-0.74,1.44,1.24,-1.18
0.10,-9.81,-1.13,1.29,5.50,-1.32
0.37,-9.83,-1.47,1.95,20.61,-1.58
0.09,-9.84,-1.51,2.55,33.48,-1.57
-0.05,-9.67,-1.48,3.05,47.26,-1.63
-0.00,-9.96,-1.36,3.62,58.57,-3.84
-0.30,-9.85,-1.23,3.68,65.51,-1.76
-0.38,-9.88,-0.78,3.89,66.70,-0.05
-0.31,-9.86,-0.75,3.89,67.12,-1.89
-0.42,-9.90,-0.19,3.69,60.05,-1.88
-0.45,-9.84,-0.27,3.24,49.14,-1.59
-0.33,-9.79,-0.29,2.66,37.50,-1.54
-0.09,-9.83,-0.71,2.63,29.19,-1.66
-0.03,-9.82,-0.81,2.43,28.70,-1.58
-0.14,-9.82,-0.85,2.42,28.99,-1.45
-0.06,-9.81,-0.88,2.39,29.88,-1.60
-0.09,-9.86,-0.75,2.32,30.46,-1.27
-0.10,-9.83,-0.60,2.32,28.98,-1.27
-0.12,-9.83,-0.58,2.33,26.44,-1.55
-0.12,-9.67,-0.53,2.21,21.63,-1.19
-0.07,-9.76,-0.61,2.02,18.12,-1.24
-0.07,-9.79,-0.87,1.87,14.82,-1.47
-0.05,-9.81,-0.88,1.66,13.98,-1.34
-0.09,-9.82,-0.62,1.64,13.85,-1.34
-0.02,-9.82,-0.63,1.73,13.61,-1.31
-0.01,-9.82,-0.50,1.56,9.95,-1.19
-0.09,-9.83,-0.66,1.64,8.10,-1.27
-0.06,-9.95,-0.79,1.53,7.03,-1.36
-0.01,-9.89,-0.53,1.39,6.24,-1.28
-0.05,-9.84,-0.72,1.39,4.37,-1.11
-0.03,-9.82,-0.78,1.33,4.20,-1.36
-0.12,-9.83,-0.62,1.79,4.35,-1.13
-0.12,-9.87,-0.51,1.35,-1.16,-1.10
0.13,-9.84,-1.06,1.19,-1.97,-1.09
0.02,-9.66,-0.94,1.47,2.67,-1.32
-0.01,-9.82,-0.76,1.55,2.72,-1.31
-0.11,-9.82,-0.62,1.15,0.69,-1.05
-0.15,-9.82,-0.84,1.44,0.93,-1.47
-0.02,-9.80,-0.77,1.31,1.62,-1.37
-0.09,-9.82,-0.71,1.06,-0.27,-1.34
-0.04,-9.88,-0.84,1.24,0.67,-1.39
-0.08,-9.85,-0.70,1.31,0.59,-1.24
0.00,-9.86,-0.82,1.28,0.55,-1.27
-0.01,-9.81,-0.71,1.32,0.84,-1.23
-0.04,-9.93,-0.81,1.13,0.08,-1.12
-0.05,-9.87,-0.84,1.37,0.65,-1.21
