-0.12,-9.86,-0.83,1.26,0.78,-1.39
0.02,-9.82,-0.74,1.29,-0.26,-1.15
-0.06,-9.85,-0.75,1.21,1.11,-1.26
0.04,-9.79,-0.81,1.32,0.60,-1.24
-0.01,-9.95,-0.65,1.31,0.54,-1.27
-0.09,-9.82,-0.85,1.27,0.84,-1.27
0.03,-9.83,-0.75,1.24,0.25,-1.09
0.01,-9.96,-0.62,1.37,0.63,-1.13
0.15,-9.68,-0.79,1.23,0.82,-1.08
0.02,-9.83,-0.85,1.33,0.56,-1.29
0.00,-9.85,-0.56,1.19,0.51,-1.24
-0.03,-9.96,-0.65,1.40,0.67,-1.16
0.04,-9.85,-0.67,1.31,1.21,-1.15
0.14,-9.82,-0.69,1.37,1.15,-1.22
0.05,-9.96,-1.15,1.54,4.15,-1.27
-0.04,-9.86,-1.26,1.64,10.94,-1.26
0.07,-9.83,-1.17,3.88,19.27,-1.64
0.25,-9.87,-1.53,2.69,33.50,-1.60
-0.07,-9.66,-1.51,3.23,51.71,-1.71
-0.33,-9.83,-1.00,3.66,59.23,-1.76
-0.34,-9.80,-0.69,3.36,57.39,-1.59
-0.38,-9.96,-0.79,3.24,54.24,-1.71
-0.28,-9.90,-0.48,3.21,50.82,-1.85
-0.23,-9.66,-0.51,3.02,44.85,-1.63
-0.28,-9.66,-0.55,2.80,39.78,-1.57
-0.16,-9.66,-0.66,2.76,36.05,-1.49
-0.13,-9.85,-0.74,2.63,33.07,-1.50
-0.14,-9.81,-0.84,2.50,32.19,-1.53
-0.26,-9.83,-0.85,2.56,31.30,-1.53
-0.17,-9.84,-0.83,2.66,33.54,-1.45
-0.14,-9.93,-0.64,2.53,32.00,-1.59
-0.28,-9.94,-0.69,2.34,28.69,-1.49
-0.10,-9.83,-0.86,2.31,26.58,-1.34
-0.14,-9.84,-0.71,2.33,24.69,-1.50
-0.11,-9.84,-0.68,2.11,22.99,-1.40
-0.04,-9.84,-0.72,2.06,21.71,-1.44
-0.13,-9.84,-0.73,2.09,19.98,-1.34
-0.12,-9.96,-0.61,1.91,17.21,-1.44
-0.09,-9.77,-0.62,1.81,13.82,-1.43
-0.10,-9.95,-0.52,1.55,9.54,-1.41
-0.09,-9.84,-0.70,1.66,6.08,-1.37
-0.03,-9.79,-0.57,1.32,2.05,-1.21
0.02,-9.68,-0.73,1.32,0.85,-1.15
-0.02,-9.85,-0.76,1.23,0.90,-1.19
-0.06,-9.95,-0.83,1.27,1.25,-1.21
0.00,-9.79,-0.64,1.28,1.46,-1.21
-0.03,-9.68,-0.69,1.34,0.83,-1.17
-0.02,-9.81,-0.79,1.34,0.62,-1.21
-0.04,-9.84,-0.62,1.28,0.27,-1.13
-0.00,-9.96,-0.72,1.24,-0.24,-1.23
-0.03,-9.82,-0.87,1.12,-0.16,-1.17
-0.13,-9.69,-0.64,1.45,0.05,-1.10
-0.13,-9.82,-0.86,1.43,0.85,-1.35
-0.09,-9.83,-0.69,1.24,0.63,-1.21
0.00,-9.71,-0.79,1.19,0.02,-1.13
-0.06,-9.83,-0.79,1.31,0.40,-1.15
-0.04,-9.78,-0.73,1.24,0.51,-1.12
-0.05,-9.84,-0.70,1.35,-0.04,-1.18
-0.11,-9.83,-0.82,1.11,-0.27,-1.17
-0.03,-9.81,-0.85,1.19,-0.18,-1.07
0.05,-9.84,-0.87,1.18,0.52,-1.33
