0.00,-9.80,-0.77,1.38,0.66,-1.32
-0.06,-9.90,-0.74,1.25,0.57,-1.16
0.01,-9.90,-0.74,1.22,0.74,-1.14
0.02,-9.82,-0.80,1.19,0.86,-1.09
0.12,-9.84,-0.69,1.29,0.60,-1.31
0.10,-9.84,-0.77,1.53,0.79,-1.13
-0.01,-9.80,-0.75,1.34,0.43,-1.35
-0.14,-9.74,-0.71,1.31,0.78,-1.25
0.00,-9.85,-0.85,1.28,0.52,-1.10
0.13,-9.95,-0.76,1.27,0.62,-1.13
0.15,-9.79,-1.06,1.44,4.16,-1.39
-0.23,-9.66,-1.29,1.77,13.46,-1.25
0.01,-9.84,-1.03,2.14,22.34,-1.44
0.05,-9.83,-0.98,2.45,25.46,-1.36
-0.07,-9.81,-0.81,2.48,30.74,-1.47
-0.06,-9.84,-0.89,2.51,34.97,-1.57
-0.11,-9.72,-0.79,2.75,37.75,-1.53
-0.15,-9.79,-0.93,2.96,40.15,-1.61
-0.15,-9.80,-0.91,3.01,42.35,-1.48
-0.03,-9.81,-0.94,2.99,45.95,-1.63
-0.00,-9.81,-1.06,3.18,50.47,-1.77
-0.26,-9.87,-0.71,3.31,51.88,-1.73
-0.34,-9.80,-0.60,3.07,48.50,-1.63
-0.24,-9.81,-0.49,2.94,43.44,-1.55
-0.17,-9.76,-0.50,2.80,38.99,-1.64
-0.19,-9.82,-0.69,2.71,35.95,-1.40
-0.12,-9.82,-0.77,2.62,35.18,-1.50
-0.15,-9.95,-0.74,2.56,34.56,-1.62
-0.02,-9.81,-0.68,2.51,31.53,-1.48
-0.09,-9.81,-0.65,2.34,29.03,-1.40
-0.12,-9.84,-0.65,2.16,26.47,-1.32
-0.05,-9.82,-0.61,2.20,23.83,-1.43
-0.07,-9.86,-0.70,2.07,20.87,-1.38
-0.05,-9.86,-0.90,3.90,18.21,-1.45
-0.03,-9.68,-0.70,1.78,15.92,-1.34
-0.03,-9.86,-0.68,1.65,13.34,-1.31
-0.06,-9.84,-0.55,1.75,10.27,-1.25
-0.11,-9.86,-0.58,1.53,7.28,-1.16
-0.06,-9.85,-0.47,1.49,4.74,-1.18
-0.03,-9.96,-0.77,1.37,2.86,-1.20
-0.00,-9.83,-0.78,1.36,1.62,-1.12
-0.11,-9.79,-0.71,1.35,1.05,-1.26
-0.03,-9.86,-0.87,1.36,0.42,-1.11
-0.04,-9.77,-0.91,1.23,0.34,-1.09
0.01,-9.69,-0.73,1.18,0.75,-1.09
-0.14,-9.79,-0.83,1.24,0.76,-1.24
-0.03,-9.94,-0.80,1.33,0.42,-1.22
-0.05,-9.95,-0.84,1.37,0.68,-1.13
-0.05,-9.84,-0.88,1.20,0.69,-1.15
-0.02,-9.92,-0.84,1.31,0.34,-1.00
-0.06,-9.85,-0.81,1.25,0.66,-1.27
0.13,-9.78,-0.78,1.38,0.71,-1.05
-0.04,-9.81,-0.87,1.37,0.66,-1.14
-0.02,-9.81,-0.78,1.24,0.23,-1.28
-0.05,-9.84,-0.88,1.21,0.37,-1.18
-0.13,-9.82,-0.83,1.27,0.96,-1.21
-0.05,-9.86,-0.62,1.40,1.07,-1.27
-0.06,-9.83,-0.75,1.34,0.46,-1.13
-0.15,-9.84,-0.83,1.19,0.23,-1.21
-0.02,-9.85,-0.74,1.18,0.60,-1.21
-0.03,-9.84,-0.89,1.28,0.84,-1.23
