0.03,-9.82,-0.75,1.23,0.73,-1.24
0.00,-9.85,-0.77,1.24,0.67,-1.26
0.00,-9.95,-0.71,1.35,0.70,-1.24
0.06,-9.84,-0.80,1.25,0.68,-1.02
-0.06,-9.73,-0.73,1.11,0.31,-1.23
-0.15,-9.84,-0.71,1.23,0.80,-1.16
0.04,-9.96,-0.82,1.34,0.50,-1.28
-0.02,-9.84,-0.71,1.21,0.64,-1.24
0.11,-9.67,-0.76,1.16,0.54,-1.15
-0.12,-9.83,-0.86,1.15,0.63,-1.23
0.01,-9.68,-0.68,1.33,0.56,-1.39
-0.01,-9.95,-0.82,1.31,0.60,-1.15
-0.08,-9.79,-0.81,1.23,1.10,-1.25
-0.04,-9.91,-0.82,1.21,0.96,-1.20
-0.00,-9.96,-0.74,1.30,1.12,-1.22
0.00,-9.83,-0.91,1.38,2.37,-1.29
0.10,-9.83,-0.88,1.33,5.29,-1.17
0.00,-9.95,-1.00,1.61,9.73,-1.19
0.29,-9.82,-1.24,0.04,16.18,-1.24
0.03,-9.96,-1.15,2.21,26.89,-1.51
-0.01,-9.87,-1.04,2.59,33.91,-1.60
-0.09,-9.83,-1.28,3.07,42.24,-1.63
-0.14,-9.81,-0.93,3.27,49.87,-1.63
-0.23,-9.87,-0.81,3.47,51.94,-1.71
-0.20,-9.96,-0.74,3.21,51.49,-1.61
-0.27,-9.79,-0.68,2.96,50.21,-1.69
-0.23,-9.80,-0.89,3.06,49.29,-1.73
-0.25,-9.95,-0.67,3.22,47.80,-1.69
-0.26,-9.81,-0.63,3.08,43.31,-1.66
-0.22,-9.83,-0.59,2.89,38.12,-1.47
-0.06,-9.88,-0.61,2.60,33.60,-1.51
-0.07,-9.82,-0.88,2.45,31.26,-1.44
-0.16,-9.83,-0.91,2.50,32.29,-1.50
-0.11,-9.85,-0.72,2.66,32.27,-1.45
-0.05,-9.84,-0.78,2.51,31.69,-1.62
-0.13,-9.92,-0.87,2.45,31.12,-1.44
-0.20,-9.81,-0.61,2.25,28.20,-1.42
-0.09,-9.84,-0.48,2.07,23.47,-1.37
-0.06,-9.82,-0.61,2.01,19.25,-1.43
-0.06,-9.88,-0.64,1.95,16.03,-1.31
-0.08,-9.82,-0.68,1.71,13.43,-1.50
-0.06,-9.83,-0.77,1.57,10.73,-1.37
-0.13,-9.84,-0.56,1.50,6.96,-1.18
-0.10,-9.87,-0.60,1.27,2.60,-1.29
-0.04,-9.90,-0.75,1.37,-1.40,-0.95
0.02,-9.80,-0.75,0.73,-2.73,-1.19
-0.04,-9.86,-0.78,1.18,-1.29,-1.02
0.00,-9.68,-0.74,1.26,0.21,-1.34
0.03,-9.82,-0.81,1.21,1.02,-1.28
-0.11,-9.84,-0.68,1.23,0.66,-1.24
-0.08,-9.84,-0.85,1.35,-0.82,-1.08
-0.01,-9.83,-0.85,1.32,-0.74,-1.31
-0.04,-9.93,-0.84,1.25,-1.86,-1.28
-0.07,-9.83,-0.87,1.34,1.05,-1.22
-0.06,-9.84,-0.66,1.24,1.09,-1.19
-0.13,-9.82,-0.66,1.18,-0.18,-1.21
-0.10,-9.84,-0.92,1.12,0.33,-1.21
-0.04,-9.81,-0.70,1.27,0.92,-1.11
-0.01,-9.67,-0.82,1.24,0.00,-1.18
0.00,-9.81,-0.80,1.04,1.93,-1.25
-0.03,-9.84,-0.82,1.40,0.11,-1.07
-0.05,-9.79,-0.79,1.39,0.53,-1.31
0.13,-9.92,-0.79,1.26,0.98,-1.26
-0.09,-9.96,-0.67,1.24,0.52,-1.22
-0.13,-9.81,-0.79,1.25,0.19,-1.21
