-0.02,-9.84,-0.88,1.33,0.78,-1.11
-0.04,-9.83,-0.73,1.23,0.56,-1.33
0.06,-9.82,-0.75,1.35,0.61,-1.08
-0.14,-9.68,-0.81,1.30,0.79,-1.23
-0.08,-9.81,-0.76,1.28,0.52,-1.18
0.04,-9.95,-0.87,1.18,0.60,-1.27
-0.03,-9.96,-0.78,1.30,0.66,-1.31
-0.03,-9.84,-0.79,1.17,0.58,-1.18
-0.03,-9.82,-0.85,1.30,0.79,-1.19
-0.04,-9.84,-0.77,1.34,0.69,-1.24
-0.02,-9.79,-0.80,1.22,0.58,-1.18
0.01,-9.85,-0.84,1.37,0.37,-1.31
-0.13,-9.93,-0.93,1.68,4.99,-1.11
0.25,-9.87,-1.49,2.08,15.24,-1.28
0.20,-9.86,-1.28,2.31,25.52,-1.40
-0.06,-9.85,-1.22,2.44,33.60,-1.65
0.00,-9.83,-1.05,2.61,40.08,-1.65
-0.13,-9.82,-1.36,3.09,49.09,-1.63
-0.18,-9.79,-1.31,3.53,58.34,-1.80
-0.16,-9.81,-1.12,3.79,63.54,-1.83
-0.43,-9.94,-0.84,3.71,64.92,-1.87
-0.32,-9.78,-0.58,3.62,60.48,-1.76
-0.40,-9.84,-0.58,3.40,53.82,-1.66
-0.45,-9.82,-0.43,3.06,47.40,-1.76
-0.27,-9.84,-0.54,2.89,41.78,-1.79
-0.21,-9.84,-0.57,2.63,37.24,-1.52
-0.10,-9.76,-0.73,2.60,34.34,-1.62
-0.25,-9.78,-0.79,2.53,32.90,-1.41
-0.21,-9.69,-0.57,2.47,29.27,-1.52
-0.11,-9.86,-0.48,2.08,23.35,-1.42
-0.01,-9.81,-0.34,1.82,16.36,-1.25
-0.08,-9.81,-0.54,1.69,10.76,-1.27
-0.12,-9.80,-0.68,1.55,7.72,-1.40
-0.03,-9.67,-0.83,1.56,6.89,-1.22
0.02,-9.95,-0.78,1.51,7.86,-1.38
-0.04,-9.88,-0.81,1.43,8.79,-1.26
-0.01,-9.96,-0.87,1.70,10.17,-1.29
-0.06,-9.82,-0.83,1.60,10.75,-1.34
0.06,-9.86,-0.75,1.62,10.22,-1.11
-0.02,-9.82,-0.79,1.69,9.47,-1.39
0.03,-9.83,-0.67,1.53,9.28,-1.37
-0.05,-9.85,-0.56,1.54,7.27,-1.35
-0.12,-9.94,-0.65,1.63,4.44,-1.29
-0.10,-9.77,-0.52,1.18,1.08,-1.16
-0.00,-9.84,-0.84,1.21,-0.54,-1.17
-0.10,-9.90,-0.89,1.11,0.27,-1.13
-0.00,-9.66,-0.75,1.18,1.21,-1.24
-0.04,-9.67,-0.89,1.39,1.01,-1.15
-0.06,-9.82,-0.72,1.21,0.44,-1.12
-0.03,-9.95,-0.82,1.08,-0.15,-1.25
-0.05,-9.71,-0.82,1.39,0.00,-1.25
-0.04,-9.83,-0.84,1.27,1.08,-1.21
-0.03,-9.67,-0.88,1.18,0.37,-1.08
-0.05,-9.78,-0.87,1.33,-0.05,-1.25
-0.03,-9.85,-0.79,1.15,-0.63,-1.10
0.02,-9.71,-0.55,1.15,-0.36,-1.08
0.13,-9.83,-0.90,1.23,-0.23,-1.29
-0.09,-9.85,-0.78,1.35,-0.23,-1.15
-0.12,-9.83,-0.79,1.42,-0.23,-1.19
-0.04,-9.79,-0.82,1.31,0.43,-1.40
