-0.11,-9.87,-0.75,1.19,0.61,-1.04
-0.04,-9.85,-0.77,1.23,0.60,-1.08
-0.05,-9.71,-0.81,1.23,0.58,-1.10
-0.08,-9.82,-0.79,1.24,0.52,-1.27
-0.05,-9.81,-0.83,1.26,0.73,-1.12
-0.09,-9.83,-0.73,1.18,0.45,-1.11
-0.03,-9.83,-0.62,1.19,0.47,-1.02
0.10,-9.81,-0.81,1.24,0.69,-1.22
-0.02,-9.81,-0.91,1.24,0.48,-1.08
-0.02,-9.79,-0.79,1.24,0.88,-1.05
-0.06,-9.81,-0.81,1.43,0.66,-1.11
-0.13,-9.82,-0.81,1.27,0.52,-1.02
0.13,-9.86,-0.75,1.27,0.65,-1.14
-0.04,-9.78,-0.83,1.30,0.66,-0.99
-0.12,-9.84,-0.83,1.31,0.53,-1.05
-0.02,-9.78,-0.91,1.17,0.52,-1.10
0.10,-9.83,-0.81,1.34,0.61,-1.02
-0.10,-9.82,-0.84,1.24,0.55,-1.11
-0.11,-9.84,-0.83,1.35,0.60,-1.02
-0.02,-9.67,-0.80,1.24,0.43,-1.24
-0.05,-9.78,-0.74,1.25,0.56,-1.25
-0.06,-9.87,-0.79,1.38,0.56,-1.13
-0.07,-9.88,-0.68,1.39,0.73,-0.99
-0.02,-9.66,-0.82,1.31,0.57,-1.06
-0.05,-9.85,-0.62,1.26,0.62,-1.09
-0.06,-9.84,-0.89,1.22,0.85,-1.04
-0.11,-9.81,-0.79,1.24,0.73,-1.16
-0.15,-9.86,-0.67,1.24,0.57,-1.06
0.01,-9.80,-0.71,1.22,0.64,-1.07
-0.07,-9.81,-0.84,1.33,0.63,-1.11
-0.07,-9.88,-0.65,1.31,0.46,-1.18
-0.08,-9.84,-0.82,1.18,0.65,-1.28
-0.09,-9.86,-0.79,1.25,0.50,-1.10
-0.07,-9.92,-0.84,1.34,0.61,-1.13
-0.13,-9.94,-0.84,1.22,0.63,-1.21
-0.06,-9.69,-0.85,1.28,0.68,-0.97
-0.06,-9.77,-0.88,1.21,0.70,-1.02
-0.10,-9.88,-0.88,1.30,0.73,-1.16
0.11,-9.87,-0.79,1.31,0.54,-1.12
0.05,-9.85,-0.84,1.28,0.67,-1.12
-0.02,-9.80,-0.84,1.29,0.51,-0.99
-0.08,-9.82,-0.90,1.32,0.56,-1.22
-0.08,-9.96,-0.91,1.34,0.49,-1.18
-0.03,-9.83,-0.80,1.18,0.60,-1.01
-0.06,-9.76,-0.88,1.29,0.56,-1.05
-0.03,-9.81,-0.84,1.35,0.95,-1.15
-0.04,-9.86,-0.86,1.19,0.51,-1.21
-0.00,-9.87,-0.82,1.21,0.62,-1.24
-0.04,-9.85,-0.66,1.58,0.56,-1.22
-0.01,-9.84,-0.92,1.21,0.81,-1.24
-0.15,-9.90,-0.83,1.12,0.76,-1.18
-0.10,-9.79,-0.83,1.30,0.61,-1.19
-0.01,-9.81,-0.77,1.15,0.66,-0.94
-0.05,-9.81,-0.78,1.44,0.61,-1.23
-0.02,-9.86,-0.84,1.44,0.63,-1.07
-0.00,-9.84,-0.78,1.28,0.54,-1.06
-0.09,-9.82,-0.64,1.31,0.66,-1.15
-0.09,-9.96,-0.76,1.25,0.60,-1.00
0.15,-9.85,-0.80,1.32,0.59,-1.11
-0.03,-9.72,-0.89,1.23,0.49,-1.09
-0.01,-9.96,-0.78,1.35,0.44,-1.13
