0.03,-9.82,-0.78,1.40,0.87,-1.27
-0.02,-9.84,-0.79,1.13,0.53,-1.17
0.02,-9.84,-0.74,1.30,0.60,-1.35
-0.04,-9.84,-0.76,1.33,0.63,-1.21
-0.11,-9.72,-0.78,1.27,0.51,-1.27
0.02,-9.85,-0.91,1.30,0.85,-1.15
0.07,-9.85,-0.74,1.32,0.46,-1.24
-0.05,-9.88,-0.71,1.18,0.72,-1.21
-0.06,-9.93,-0.81,1.14,0.72,-1.12
0.01,-9.84,-0.74,1.39,0.28,-1.30
-0.05,-9.86,-0.90,1.30,0.68,-1.11
0.05,-9.66,-0.82,1.31,0.49,-1.20
0.06,-9.85,-1.11,1.61,3.02,-1.32
-0.16,-9.74,-1.29,1.47,17.57,-1.48
0.14,-9.89,-1.06,2.10,24.44,-1.52
0.01,-9.84,-0.87,2.67,31.31,-1.32
-0.12,-9.68,-1.04,2.83,36.63,-1.50
-0.07,-9.86,-1.19,2.97,41.37,-1.78
-0.06,-9.95,-1.24,3.03,45.92,-1.60
-0.22,-9.74,-1.00,3.08,50.88,-1.47
-0.22,-9.84,-0.85,3.24,52.32,-1.76
-0.29,-9.67,-1.07,3.34,54.05,-1.79
-0.31,-9.80,-0.70,3.53,54.49,-1.79
-0.45,-9.66,-0.58,3.18,49.85,-1.71
-0.16,-9.78,-0.61,2.97,44.37,-1.59
-0.31,-9.82,-0.48,2.56,38.21,-1.48
-0.20,-9.85,-0.69,2.41,33.18,-1.53
-0.06,-9.82,-0.67,2.37,28.24,-1.40
-0.11,-9.81,-0.74,2.32,27.92,-1.49
-0.09,-9.79,-0.75,2.29,26.92,-1.31
-0.08,-9.85,-0.65,2.22,25.99,-1.49
-0.10,-9.83,-0.69,2.34,24.93,-1.34
-0.12,-9.78,-0.73,2.19,23.16,-1.55
-0.09,-9.88,-0.62,2.09,21.06,-1.32
-0.12,-9.84,-0.71,2.05,18.17,-1.43
-0.05,-9.84,-0.73,1.90,15.49,-1.56
-0.06,-9.83,-0.86,1.82,13.55,-1.37
-0.07,-9.66,-0.71,1.65,11.53,-1.32
-0.11,-9.83,-0.78,1.57,9.90,-1.31
-0.03,-9.94,-0.72,1.52,8.55,-1.15
-0.11,-9.93,-0.66,1.36,5.97,-1.22
-0.03,-9.81,-0.67,1.35,3.64,-1.08
-0.05,-9.94,-0.76,1.41,3.44,-1.38
-0.06,-9.95,-0.78,1.35,1.82,-1.27
0.14,-9.72,-0.84,1.27,1.82,-1.25
-0.11,-9.67,-0.75,1.18,1.79,-1.36
0.00,-9.87,-0.78,1.25,2.03,-1.19
-0.07,-9.85,-0.76,1.32,1.09,-1.36
-0.12,-9.79,-0.76,1.28,-0.15,-1.05
-0.01,-9.95,-0.90,1.34,0.25,-1.09
0.02,-9.84,-0.87,1.34,0.66,-1.25
-0.01,-9.92,-0.63,1.21,0.79,-1.24
-0.03,-9.83,-0.71,1.18,0.11,-1.26
-0.01,-9.79,-0.81,1.16,0.33,-1.25
-0.13,-9.77,-0.74,1.27,0.76,-1.27
-0.09,-9.84,-0.63,1.31,0.34,-1.40
-0.04,-9.82,-0.90,1.30,0.58,-1.27
-0.05,-9.83,-0.80,1.37,0.63,-1.25
-0.05,-9.80,-0.78,1.31,0.43,-1.06
0.02,-9.82,-0.72,1.35,0.44,-1.24
