-9.79,-13.79,-19.45,-28.22578125,-27.87,-19.900624999999998,-8.844375,-10.0821875,-9.51,-8.66
-7.98,-18.325,-26.415,-27.8175,-26.2,-22.9665625,-9.6375,-7.925000000000001,-9.891875,-7.57
-16.9825,-29.045,-30.865000000000002,-31.4,-28.7496875,-19.18,-10.283593750000001,-8.03,-7.7925,-10.745000000000001
-14.848749999999999,-27.209375,-29.16375,-26.93625,-21.026249999999997,-14.295,-9.259375,-7.866875,-11.338750000000001,-6.81125
-19.48,-29.83,-27.927500000000002,-23.48,-14.0734375,-9.68,-8.43,-7.754999999999999,-11.575,-9.780000000000001
-11.42,-27.125,-27.85359375,-20.53,-15.192499999999999,-9.817499999999999,-7.77,-8.06,-8.1225,-10.45875
-7.790000000000001,-17.535,-29.44375,-30.225,-28.431874999999998,-21.66125,-15.685000000000002,-9.29875,-7.518750000000001,-9.361562500000002
-20.138749999999998,-29.073125,-26.5925,-20.021875,-13.75,-11.99,-8.22625,-9.09,-12.085,-10.166875000000001
-8.88,-24.54625,-29.93,-29.46125,-20.754375,-9.595,-7.92,-7.805,-10.885625000000001,-9.24
-8.4675,-17.769375,-25.565,-26.7,-27.04,-20.277812500000003,-10.775,-8.83,-8.607499999999998,-10.120312499999999
-26.6759375,-21.205000000000002,-15.038125,-10.8625,-8.15,-7.93,-7.46,-11.565,-12.129999999999999,-10.07
-6.83,-13.7725,-17.347499999999997,-25.520625,-24.6175,-22.72625,-12.573125000000001,-7.44,-8.5003125,-7.02375
-9.27,-25.625,-26.7815625,-22.13,-19.5975,-10.2765625,-9.59,-12.63,-11.282499999999999,-9.35
-5.81,-8.81,-25.8402783203125,-23.750625,-17.361250000000002,-12.54,-9.995625,-10.555625,-11.0,-9.775
-9.120000000000001,-21.68625,-30.1725,-26.308124999999997,-19.320625,-12.1,-9.1125,-7.577500000000001,-11.496875,-8.7025
-34.2825,-34.83,-31.945,-30.1,-28.62,-28.68,-26.36,-19.15,-12.376875,-11.38125
-8.355,-25.78875,-28.76,-28.0,-25.235,-20.839999999999996,-15.015625,-9.98,-8.92875,-6.870000000000001
-20.28,-29.2,-30.865,-28.627499999999998,-21.320625,-15.1975,-10.4875,-7.78875,-11.076250000000002,-10.66375
-10.755,-24.857499999999998,-29.93,-29.06375,-29.205624999999998,-27.225,-23.08625,-13.13625,-9.35875,-7.79
-13.6175,-28.335625,-30.545,-29.15,-23.096874999999997,-18.1375,-10.9075,-9.541250000000002,-11.785,-6.895
-10.9225,-22.661875,-23.98875,-20.595,-18.6475,-20.26125,-15.623750000000001,-11.2125,-9.0557421875,-7.35
-7.71,-23.620312499999997,-27.6125,-25.32,-20.955,-14.78375,-10.34,-8.306875,-12.600000000000001,-10.83375
-13.080000000000002,-23.4,-28.38,-30.221953125,-25.45,-23.85,-14.818750000000001,-8.385,-8.55515625,-5.37
